Id,SalePrice
1461,122234.99595954816
1462,139178.26368428196
1463,169872.0542512281
1464,199138.80165588076
1465,196257.10922935407
1466,182619.85966399813
1467,200754.8662718716
1468,173034.14898422093
1469,208088.214358576
1470,118252.26905729866
1471,200048.73990276468
1472,112555.15779928316
1473,88064.08531104296
1474,148705.89951938193
1475,111190.90212162293
1476,313040.5601473962
1477,249881.2444459797
1478,289183.3254708528
1479,268060.78699598496
1480,386285.10675268236
1481,289265.55886912125
1482,211435.143270756
1483,174685.63488207792
1484,172963.71640967194
1485,207308.94186756026
1486,207784.37808123056
1487,285212.2702380965
1488,260324.31090686296
1489,181886.99813075608
1490,232981.1372052579
1491,211504.53970352316
1492,90426.20873619511
1493,219465.9586477204
1494,288069.05533542845
1495,275579.2790594158
1496,215710.9758721277
1497,158689.53289793746
1498,152318.14062559453
1499,162017.52946486545
1500,150472.59577406093
1501,189066.59016649018
1502,146061.9177061849
1503,286086.9948363112
1504,246544.75633575453
1505,223037.129482092
1506,196997.14646901994
1507,241454.58301608718
1508,198596.45776804734
1509,153425.93172773242
1510,144251.4616317997
1511,147768.57980752143
1512,189769.14740377723
1513,166459.89662992407
1514,157420.37565638137
1515,204396.89912783832
1516,170779.43654694885
1517,166310.2924259524
1518,118868.13734457584
1519,240796.6830419246
1520,122672.23441716924
1521,113388.3173878697
1522,204902.2210470297
1523,74005.80278101552
1524,101185.63413032342
1525,98785.92745774135
1526,84605.0543356213
1527,90674.54326349322
1528,150072.45892380446
1529,128291.43018708483
1530,245827.12035457615
1531,143591.15240818274
1532,118226.97817458201
1533,144876.4037867972
1534,123530.1227899039
1535,143188.48331318807
1536,97261.11960651574
1537,43024.25079201569
1538,177981.47587961436
1539,217808.58082452195
1540,112522.13588624273
1541,153446.8771557022
1542,130444.29206358816
1543,184946.22151814925
1544,74419.69345433835
1545,130035.13048738276
1546,140107.97738154733
1547,141476.8852937048
1548,132213.4921852894
1549,126179.09895548446
1550,126041.08840123855
1551,131011.2288657421
1552,134539.7943479499
1553,167794.93210305076
1554,117656.49206460721
1555,158672.82303543494
1556,80258.39594810025
1557,90087.36519182671
1558,92457.05659742223
1559,73509.82218900253
1560,125176.04901615938
1561,123951.2604966677
1562,116698.8448886968
1563,114864.87732180592
1564,149011.59962640086
1565,139636.71973661322
1566,244002.25231359887
1567,68730.91128316219
1568,221420.9889397499
1569,92118.47818827548
1570,144207.1448879583
1571,120777.65388440259
1572,134066.21397984226
1573,243732.54268886137
1574,117219.29811654717
1575,243937.75749020756
1576,257909.03276117647
1577,198093.19049966394
1578,145811.96769055177
1579,136017.75282271032
1580,210010.4816063767
1581,136361.4166953602
1582,126789.12997718237
1583,306108.3975886452
1584,228178.42531053338
1585,157149.60739234008
1586,54049.45790390205
1587,98704.36099051603
1588,141576.61428393668
1589,107460.6432493144
1590,130113.32911830524
1591,74083.58355647256
1592,121236.56232247187
1593,149974.54461327416
1594,125317.97246962867
1595,119982.99402510014
1596,207090.72670359688
1597,168304.342460228
1598,207105.5154905686
1599,199230.15854879224
1600,184604.32587405655
1601,24903.568008153
1602,127355.3075293348
1603,58281.80662532069
1604,249541.23813778453
1605,269169.47064939246
1606,172844.39978010615
1607,165334.99579164444
1608,230633.1250730442
1609,196242.30817974766
1610,156917.89458683704
1611,164825.54056071152
1612,163753.33455398527
1613,173813.03547522204
1614,125002.01569292776
1615,69233.77672479919
1616,51993.70733652881
1617,56369.7919677553
1618,105159.82453405217
1619,156474.3104890593
1620,176108.86608452303
1621,134869.85455957276
1622,126776.44422875752
1623,257995.09999535314
1624,207024.93505708512
1625,118501.34759468341
1626,193549.41469215753
1627,193684.96306544368
1628,278215.2031546681
1629,195796.1642678664
1630,301298.02082663134
1631,211222.4666153068
1632,226392.81375796336
1633,194438.88502692
1634,194399.9251580428
1635,189957.92773865105
1636,164017.96890678664
1637,195838.52893727587
1638,215091.81479757454
1639,199215.31065833976
1640,254297.0220786397
1641,197318.80075507204
1642,225717.37972161884
1643,224408.44140612578
1644,232300.2520900903
1645,244010.80171462323
1646,181303.7156489786
1647,174955.24759375805
1648,134122.91567186208
1649,129725.26553243992
1650,115464.804695462
1651,110265.40136099712
1652,117583.01392703911
1653,117584.14912667207
1654,151515.0122100698
1655,146894.54843692167
1656,139414.31476433307
1657,152571.40007939877
1658,143660.79768631107
1659,127188.93645680777
1660,139771.08318367356
1661,369478.8375546179
1662,321197.34115442785
1663,320290.3768365866
1664,409765.9086783292
1665,287589.4967445071
1666,294416.7709786497
1667,301144.37677148206
1668,311068.43222250126
1669,294135.0831746947
1670,309607.31745782786
1671,258031.7891789883
1672,373949.8834080029
1673,288984.31489520625
1674,256104.49212395737
1675,184261.94698495336
1676,194495.58772668766
1677,215751.53985018062
1678,385225.9163662727
1679,317550.074317339
1680,273744.5593898784
1681,242624.3433140613
1682,290983.613416589
1683,191453.9603181301
1684,205367.18687181443
1685,178645.4165145537
1686,173983.81760039425
1687,183875.35029637546
1688,207697.67804859218
1689,207857.60429352743
1690,218206.0370196452
1691,207595.92666728224
1692,263883.4662975486
1693,184903.46689563536
1694,192688.45578920946
1695,187030.71102921048
1696,273398.6803115745
1697,190324.88949930097
1698,322581.7698997337
1699,296639.4171179879
1700,248601.67624313047
1701,272200.4128197633
1702,256953.94967290864
1703,260682.61431829433
1704,280005.3812304955
1705,237926.48764660966
1706,359846.5921788026
1707,191239.42045590456
1708,203847.54042616964
1709,273375.43777392164
1710,230253.34372283437
1711,276728.0590015246
1712,248476.8804095512
1713,265717.42540076596
1714,218031.7781550904
1715,204382.82981284533
1716,181337.55463339493
1717,193123.96904198
1718,138440.22942413844
1719,212631.5582068503
1720,247816.246243558
1721,182635.32577535964
1722,128292.10865590477
1723,163519.81733217312
1724,224168.8671808216
1725,231613.58153498068
1726,185827.01004162722
1727,146846.6719688304
1728,196382.62753713003
1729,167136.8391066842
1730,169671.6222441165
1731,118094.66031956009
1732,120029.45312971587
1733,106878.68386153213
1734,106642.88907914737
1735,125917.23628542048
1736,97700.80661492504
1737,326756.14711717714
1738,237189.69112316926
1739,257069.3458428037
1740,183513.08938349911
1741,185111.73314905015
1742,166941.3837814097
1743,180686.57133857522
1744,293106.0377102386
1745,217169.8568078092
1746,212675.97292294877
1747,227237.6529755384
1748,219620.56478847505
1749,156429.9762330026
1750,143032.86937357776
1751,252131.37118051492
1752,104912.25323845062
1753,148643.39409850433
